race	age	gender	deaths	icdcode	rate100k
black	6	M	69	J00-J98	1.293187
black	6	M	14	K00-K92	0.262386
black	6	M	1	M00-M99	0.018742
black	6	M	4	N00-N98	0.074967
black	6	M	6	P00-P96	0.112451
black	6	M	74	Q00-Q99	1.386896
black	6	M	561	V01-Y89	10.514171
black	7	F	23	A00-B99	0.441474
black	7	F	101	C00-D48	1.938649
black	7	F	19	D50-D89	0.364696
black	7	F	16	E00-E88	0.307113
black	7	F	2	F01-F99	0.038389
black	7	F	73	G00-G98	1.401202
black	7	F	59	I00-I99	1.132478
black	7	F	48	J00-J98	0.921338
black	7	F	15	K00-K92	0.287918
black	7	F	6	M00-M99	0.115167
black	7	F	5	N00-N98	0.095973
black	7	F	7	P00-P96	0.134362
black	7	F	45	Q00-Q99	0.863754
black	7	F	376	V01-Y89	7.217148
black	7	M	25	A00-B99	0.464735
black	7	M	146	C00-D48	2.71405
black	7	M	24	D50-D89	0.446145
black	7	M	17	E00-E88	0.31602
black	7	M	2	F01-F99	0.037179
black	7	M	88	G00-G98	1.635866
black	7	M	50	I00-I99	0.929469
black	7	M	97	J00-J98	1.80317
black	7	M	24	K00-K92	0.446145
black	7	M	1	M00-M99	0.018589
black	7	M	2	N00-N98	0.037179
black	7	M	4	P00-P96	0.074358
black	7	M	64	Q00-Q99	1.189721
black	7	M	521	V01-Y89	9.68507
black	8	F	28	A00-B99	0.535125
black	8	F	113	C00-D48	2.15961
black	8	F	16	D50-D89	0.305785
black	8	F	13	E00-E88	0.248451
black	8	F	1	F01-F99	0.019112
black	8	F	82	G00-G98	1.567151
black	8	F	49	I00-I99	0.936468
black	8	F	61	J00-J98	1.165807
black	8	F	18	K00-K92	0.344009
black	8	F	7	M00-M99	0.133781
black	8	F	4	N00-N98	0.076446
black	8	F	7	P00-P96	0.133781
black	8	F	52	Q00-Q99	0.993803
black	8	F	285	V01-Y89	5.446804
black	8	M	33	A00-B99	0.610233
black	8	M	134	C00-D48	2.477916
black	8	M	25	D50-D89	0.462298
black	8	M	19	E00-E88	0.351346
black	8	M	4	F01-F99	0.073968
black	8	M	71	G00-G98	1.312925
black	8	M	58	I00-I99	1.072531
black	8	M	94	J00-J98	1.738239
black	8	M	18	K00-K92	0.332854
black	8	M	3	M00-M99	0.055476
black	8	M	7	N00-N98	0.129443
black	8	M	6	P00-P96	0.110951
black	8	M	63	Q00-Q99	1.16499
black	8	M	559	V01-Y89	10.336976
black	9	F	28	A00-B99	0.528871
black	9	F	128	C00-D48	2.417697
black	9	F	16	D50-D89	0.302212
black	9	F	19	E00-E88	0.358877
black	9	F	1	F01-F99	0.018888
black	9	F	81	G00-G98	1.529949
black	9	F	56	I00-I99	1.057743
black	9	F	70	J00-J98	1.322178
black	9	F	19	K00-K92	0.358877
black	9	F	10	M00-M99	0.188883
black	9	F	3	N00-N98	0.056665
black	9	F	7	P00-P96	0.132218
black	9	F	58	Q00-Q99	1.095519
black	9	F	327	V01-Y89	6.176461
black	9	M	34	A00-B99	0.620699
black	9	M	144	C00-D48	2.628843
black	9	M	17	D50-D89	0.31035
black	9	M	18	E00-E88	0.328605
black	9	M	1	F01-F99	0.018256
black	9	M	81	G00-G98	1.478724
black	9	M	59	I00-I99	1.077096
black	9	M	124	J00-J98	2.263726
black	9	M	21	K00-K92	0.383373
black	9	M	4	M00-M99	0.073023
black	9	M	2	N00-N98	0.036512
black	9	M	5	P00-P96	0.091279
black	9	M	51	Q00-Q99	0.931049
black	9	M	531	V01-Y89	9.69386
black	10	F	35	A00-B99	0.643454
black	10	F	119	C00-D48	2.187745
black	10	F	25	D50-D89	0.45961
black	10	F	17	E00-E88	0.312535
black	10	F	6	F01-F99	0.110306
black	10	F	87	G00-G98	1.599443
black	10	F	61	I00-I99	1.121449
black	10	F	57	J00-J98	1.047911
black	10	F	21	K00-K92	0.386073
black	10	F	5	M00-M99	0.091922
black	10	F	3	N00-N98	0.055153
black	10	F	4	P00-P96	0.073538
black	10	F	64	Q00-Q99	1.176602
black	10	F	317	V01-Y89	5.827857
black	10	M	31	A00-B99	0.550108
black	10	M	153	C00-D48	2.715048
black	10	M	22	D50-D89	0.390399
black	10	M	25	E00-E88	0.443635
black	10	M	4	F01-F99	0.070982
black	10	M	103	G00-G98	1.827777
black	10	M	69	I00-I99	1.224433
black	10	M	116	J00-J98	2.058468
black	10	M	29	K00-K92	0.514617
black	10	M	8	M00-M99	0.141963
black	10	M	3	N00-N98	0.053236
black	10	M	10	P00-P96	0.177454
black	10	M	65	Q00-Q99	1.153452
black	10	M	517	V01-Y89	9.174377
black	11	F	34	A00-B99	0.627413
black	11	F	115	C00-D48	2.122132
black	11	F	18	D50-D89	0.33216
black	11	F	31	E00-E88	0.572053
black	11	F	6	F01-F99	0.11072
black	11	F	83	G00-G98	1.531626
black	11	F	70	I00-I99	1.291733
black	11	F	82	J00-J98	1.513173
black	11	F	15	K00-K92	0.2768
black	11	F	11	M00-M99	0.202987
black	11	F	11	N00-N98	0.202987
black	11	F	4	P00-P96	0.073813
black	11	F	62	Q00-Q99	1.144106
black	11	F	364	V01-Y89	6.71701
black	11	M	39	A00-B99	0.696376
black	11	M	129	C00-D48	2.303397
black	11	M	18	D50-D89	0.321404
black	11	M	28	E00-E88	0.499962
black	11	M	5	F01-F99	0.089279
black	11	M	109	G00-G98	1.946281
black	11	M	81	I00-I99	1.446319
black	11	M	131	J00-J98	2.339109
black	11	M	20	K00-K92	0.357116
black	11	M	9	M00-M99	0.160702
black	11	M	3	N00-N98	0.053567
black	11	M	2	P00-P96	0.035712
black	11	M	49	Q00-Q99	0.874934
black	11	M	622	V01-Y89	11.106302
black	12	F	36	A00-B99	0.659395
black	12	F	129	C00-D48	2.362831
black	12	F	16	D50-D89	0.293064
black	12	F	28	E00-E88	0.512862
black	12	F	5	F01-F99	0.091583
black	12	F	90	G00-G98	1.648487
black	12	F	66	I00-I99	1.20889
black	12	F	66	J00-J98	1.20889
black	12	F	21	K00-K92	0.384647
black	12	F	8	M00-M99	0.146532
black	12	F	5	N00-N98	0.091583
black	12	F	5	P00-P96	0.091583
black	12	F	54	Q00-Q99	0.989092
black	12	F	355	V01-Y89	6.502364
black	12	M	34	A00-B99	0.602744
black	12	M	142	C00-D48	2.517344
black	12	M	23	D50-D89	0.407739
black	12	M	35	E00-E88	0.620472
black	12	M	3	F01-F99	0.053183
black	12	M	116	G00-G98	2.056422
black	12	M	76	I00-I99	1.347311
black	12	M	111	J00-J98	1.967783
black	12	M	20	K00-K92	0.354555
black	12	M	7	M00-M99	0.124094
black	12	M	2	N00-N98	0.035456
black	12	M	5	P00-P96	0.088639
black	12	M	63	Q00-Q99	1.11685
black	12	M	702	V01-Y89	12.444898
black	13	F	35	A00-B99	0.641145
black	13	F	143	C00-D48	2.619536
black	13	F	21	D50-D89	0.384687
black	13	F	35	E00-E88	0.641145
black	13	F	5	F01-F99	0.091592
black	13	F	79	G00-G98	1.447156
black	13	F	73	I00-I99	1.337245
black	13	F	94	J00-J98	1.721932
black	13	F	21	K00-K92	0.384687
black	13	F	17	M00-M99	0.311413
black	13	F	7	N00-N98	0.128229
black	13	F	5	P00-P96	0.091592
black	13	F	63	Q00-Q99	1.154061
black	13	F	365	V01-Y89	6.686227
black	13	M	43	A00-B99	0.762743
black	13	M	160	C00-D48	2.838113
black	13	M	31	D50-D89	0.549884
black	13	M	34	E00-E88	0.603099
black	13	M	8	F01-F99	0.141906
black	13	M	131	G00-G98	2.323705
black	13	M	96	I00-I99	1.702868
black	13	M	113	J00-J98	2.004417
black	13	M	26	K00-K92	0.461193
black	13	M	7	M00-M99	0.124167
black	13	M	11	N00-N98	0.19512
black	13	M	2	P00-P96	0.035476
black	13	M	75	Q00-Q99	1.330365
black	13	M	883	V01-Y89	15.662835
black	14	F	44	A00-B99	0.808216
black	14	F	139	C00-D48	2.553227
black	14	F	28	D50-D89	0.514319
black	14	F	34	E00-E88	0.62453
black	14	F	3	F01-F99	0.055106
black	14	F	99	G00-G98	1.818485
black	14	F	107	I00-I99	1.965434
black	14	F	94	J00-J98	1.726643
black	14	F	27	K00-K92	0.495951
black	14	F	33	M00-M99	0.606162
black	14	F	12	N00-N98	0.220422
black	14	F	2	P00-P96	0.036737
black	14	F	71	Q00-Q99	1.304166
black	14	F	438	V01-Y89	8.04542
black	14	M	37	A00-B99	0.65729
black	14	M	184	C00-D48	3.268686
black	14	M	29	D50-D89	0.515173
black	14	M	45	E00-E88	0.799407
black	14	M	6	F01-F99	0.106588
black	14	M	119	G00-G98	2.113987
black	14	M	147	I00-I99	2.611396
black	14	M	113	J00-J98	2.0074
black	14	M	22	K00-K92	0.390821
black	14	M	9	M00-M99	0.159881
black	14	M	6	N00-N98	0.106588
black	14	M	4	P00-P96	0.071058
black	14	M	85	Q00-Q99	1.509991
black	14	M	1288	V01-Y89	22.880803
black	15	F	44	A00-B99	0.806752
black	15	F	155	C00-D48	2.841968
black	15	F	25	D50-D89	0.458382
black	15	F	32	E00-E88	0.586729
black	15	F	6	F01-F99	0.110012
black	15	F	104	G00-G98	1.906869
black	15	F	102	I00-I99	1.870198
black	15	F	64	J00-J98	1.173458
black	15	F	23	K00-K92	0.421711
black	15	F	22	M00-M99	0.403376
black	15	F	14	N00-N98	0.256694
black	15	F	58	Q00-Q99	1.063446
black	15	F	602	V01-Y89	11.037835
black	15	M	40	A00-B99	0.709021
black	15	M	214	C00-D48	3.793262
black	15	M	28	D50-D89	0.496315
black	15	M	33	E00-E88	0.584942
black	15	M	9	F01-F99	0.15953
black	15	M	136	G00-G98	2.410671
black	15	M	196	I00-I99	3.474203
black	15	M	114	J00-J98	2.02071
black	15	M	31	K00-K92	0.549491
black	15	M	19	M00-M99	0.336785
black	15	M	8	N00-N98	0.141804
black	15	M	3	P00-P96	0.053177
black	15	M	89	Q00-Q99	1.577572
black	15	M	2133	V01-Y89	37.808544
black	16	F	53	A00-B99	0.968736
black	16	F	163	C00-D48	2.97932
black	16	F	32	D50-D89	0.584897
black	16	F	42	E00-E88	0.767677
black	16	F	5	F01-F99	0.09139
black	16	F	104	G00-G98	1.900916
black	16	F	102	I00-I99	1.864359
black	16	F	72	J00-J98	1.316018
black	16	F	18	K00-K92	0.329005
black	16	F	28	M00-M99	0.511785
black	16	F	11	N00-N98	0.201058
black	16	F	2	P00-P96	0.036556
black	16	F	54	Q00-Q99	0.987014
black	16	F	777	V01-Y89	14.202032
black	16	M	58	A00-B99	1.022637
black	16	M	199	C00-D48	3.508704
black	16	M	34	D50-D89	0.599477
black	16	M	49	E00-E88	0.863952
black	16	M	10	F01-F99	0.176317
black	16	M	142	G00-G98	2.503698
black	16	M	227	I00-I99	4.002391
black	16	M	103	J00-J98	1.816063
black	16	M	25	K00-K92	0.440792
black	16	M	10	M00-M99	0.176317
black	16	M	13	N00-N98	0.229212
black	16	M	4	P00-P96	0.070527
black	16	M	101	Q00-Q99	1.780799
black	16	M	3372	V01-Y89	59.454017
black	17	F	74	A00-B99	1.355778
black	17	F	158	C00-D48	2.89477
black	17	F	37	D50-D89	0.677889
black	17	F	44	E00-E88	0.806139
black	17	F	10	F01-F99	0.183213
black	17	F	97	G00-G98	1.777169
black	17	F	158	I00-I99	2.89477
black	17	F	83	J00-J98	1.52067
black	17	F	39	K00-K92	0.714532
black	17	F	37	M00-M99	0.677889
black	17	F	13	N00-N98	0.238177
black	17	F	1	P00-P96	0.018321
black	17	F	45	Q00-Q99	0.82446
black	17	F	1024	V01-Y89	18.761042
black	17	M	57	A00-B99	1.00475
black	17	M	182	C00-D48	3.208149
black	17	M	41	D50-D89	0.722715
black	17	M	53	E00-E88	0.934241
black	17	M	6	F01-F99	0.105763
black	17	M	179	G00-G98	3.155268
black	17	M	280	I00-I99	4.935614
black	17	M	121	J00-J98	2.13289
black	17	M	32	K00-K92	0.56407
black	17	M	14	M00-M99	0.246781
black	17	M	11	N00-N98	0.193899
black	17	M	5	P00-P96	0.088136
black	17	M	101	Q00-Q99	1.780346
black	17	M	4945	V01-Y89	87.166469
black	18	F	79	A00-B99	1.437167
black	18	F	156	C00-D48	2.83795
black	18	F	47	D50-D89	0.855023
black	18	F	50	E00-E88	0.909599
black	18	F	8	F01-F99	0.145536
black	18	F	122	G00-G98	2.219422
black	18	F	183	I00-I99	3.329133
black	18	F	90	J00-J98	1.637279
black	18	F	39	K00-K92	0.709487
black	18	F	46	M00-M99	0.836831
black	18	F	16	N00-N98	0.291072
black	18	F	4	P00-P96	0.072768
black	18	F	79	Q00-Q99	1.437167
black	18	F	1341	V01-Y89	24.395453
black	18	M	86	A00-B99	1.517803
black	18	M	251	C00-D48	4.429868
black	18	M	76	D50-D89	1.341315
black	18	M	68	E00-E88	1.200124
black	18	M	22	F01-F99	0.388275
black	18	M	184	G00-G98	3.247393
black	18	M	328	I00-I99	5.788832
black	18	M	135	J00-J98	2.382598
black	18	M	36	K00-K92	0.63536
black	18	M	19	M00-M99	0.335329
black	18	M	11	N00-N98	0.194138
black	18	M	97	Q00-Q99	1.711941
black	18	M	7095	V01-Y89	125.21878
black	19	F	114	A00-B99	2.060181
black	19	F	165	C00-D48	2.981841
black	19	F	78	D50-D89	1.409597
black	19	F	75	E00-E88	1.355382
black	19	F	8	F01-F99	0.144574
black	19	F	109	G00-G98	1.969822
black	19	F	218	I00-I99	3.939644
black	19	F	90	J00-J98	1.626459
black	19	F	36	K00-K92	0.650583
black	19	F	82	M00-M99	1.481884
black	19	F	33	N00-N98	0.596368
black	19	F	3	P00-P96	0.054215
black	19	F	59	Q00-Q99	1.066234
black	19	F	1427	V01-Y89	25.788403
black	19	M	112	A00-B99	1.98422
black	19	M	275	C00-D48	4.87197
black	19	M	81	D50-D89	1.435017
black	19	M	91	E00-E88	1.612179
black	19	M	27	F01-F99	0.478339
black	19	M	191	G00-G98	3.383805
black	19	M	380	I00-I99	6.732177
black	19	M	131	J00-J98	2.320829
black	19	M	49	K00-K92	0.868096
black	19	M	25	M00-M99	0.442906
black	19	M	16	N00-N98	0.28346
black	19	M	2	P00-P96	0.035433
black	19	M	90	Q00-Q99	1.594463
black	19	M	8235	V01-Y89	145.893355
black	20	F	143	A00-B99	2.622516
black	20	F	188	C00-D48	3.447784
black	20	F	82	D50-D89	1.503821
black	20	F	72	E00-E88	1.320428
black	20	F	15	F01-F99	0.275089
black	20	F	133	G00-G98	2.439124
black	20	F	245	I00-I99	4.493123
black	20	F	91	J00-J98	1.668874
black	20	F	53	K00-K92	0.971982
black	20	F	87	M00-M99	1.595517
black	20	F	41	N00-N98	0.75191
black	20	F	1	P00-P96	0.018339
black	20	F	63	Q00-Q99	1.155374
black	20	F	1450	V01-Y89	26.59195
black	20	M	112	A00-B99	2.032025
black	20	M	284	C00-D48	5.152635
black	20	M	92	D50-D89	1.669163
black	20	M	103	E00-E88	1.868737
black	20	M	30	F01-F99	0.544292
black	20	M	210	G00-G98	3.810047
black	20	M	489	I00-I99	8.871967
black	20	M	163	J00-J98	2.957322
black	20	M	63	K00-K92	1.143014
black	20	M	40	M00-M99	0.725723
black	20	M	28	N00-N98	0.508006
black	20	M	2	P00-P96	0.036286
black	20	M	100	Q00-Q99	1.814308
black	20	M	8451	V01-Y89	153.327178
black	21	F	183	A00-B99	3.402534
black	21	F	222	C00-D48	4.127664
black	21	F	72	D50-D89	1.338702
black	21	F	104	E00-E88	1.93368
black	21	F	17	F01-F99	0.316082
black	21	F	138	G00-G98	2.565845
black	21	F	306	I00-I99	5.689483
black	21	F	123	J00-J98	2.286949
black	21	F	66	K00-K92	1.227143
black	21	F	112	M00-M99	2.082425
black	21	F	38	N00-N98	0.706537
black	21	F	2	P00-P96	0.037186
black	21	F	48	Q00-Q99	0.892468
black	21	F	1595	V01-Y89	29.655963
black	21	M	174	A00-B99	3.23892
black	21	M	300	C00-D48	5.584345
black	21	M	117	D50-D89	2.177895
black	21	M	124	E00-E88	2.308196
black	21	M	33	F01-F99	0.614278
black	21	M	176	G00-G98	3.276149
black	21	M	520	I00-I99	9.679531
black	21	M	170	J00-J98	3.164462
black	21	M	57	K00-K92	1.061026
black	21	M	31	M00-M99	0.577049
black	21	M	30	N00-N98	0.558434
black	21	M	3	P00-P96	0.055843
black	21	M	84	Q00-Q99	1.563617
black	21	M	8773	V01-Y89	163.30486
black	22	F	186	A00-B99	3.53942
black	22	F	243	C00-D48	4.62408
black	22	F	77	D50-D89	1.465244
black	22	F	116	E00-E88	2.20738
black	22	F	22	F01-F99	0.418641
black	22	F	127	G00-G98	2.4167
black	22	F	329	I00-I99	6.260586
black	22	F	140	J00-J98	2.664079
black	22	F	84	K00-K92	1.598448
black	22	F	111	M00-M99	2.112234
black	22	F	42	N00-N98	0.799224
black	22	F	4	P00-P96	0.076117
black	22	F	54	Q00-Q99	1.027573
black	22	F	1464	V01-Y89	27.858657
black	22	M	254	A00-B99	4.89687
black	22	M	330	C00-D48	6.362075
black	22	M	102	D50-D89	1.96646
black	22	M	137	E00-E88	2.641225
black	22	M	47	F01-F99	0.906114
black	22	M	221	G00-G98	4.260662
black	22	M	517	I00-I99	9.967251
black	22	M	181	J00-J98	3.489502
black	22	M	65	K00-K92	1.253136
black	22	M	35	M00-M99	0.674766
black	22	M	42	N00-N98	0.809719
black	22	M	2	P00-P96	0.038558
black	22	M	87	Q00-Q99	1.677274
black	22	M	8787	V01-Y89	169.404705
black	23	F	239	A00-B99	4.654214
black	23	F	263	C00-D48	5.121583
black	23	F	107	D50-D89	2.083686
black	23	F	137	E00-E88	2.667897
black	23	F	22	F01-F99	0.428421
black	23	F	140	G00-G98	2.726318
black	23	F	380	I00-I99	7.400006
black	23	F	135	J00-J98	2.628949
black	23	F	76	K00-K92	1.480001
black	23	F	108	M00-M99	2.10316
black	23	F	47	N00-N98	0.915264
black	23	F	1	P00-P96	0.019474
black	23	F	44	Q00-Q99	0.856843
black	23	F	1434	V01-Y89	27.925286
black	23	M	314	A00-B99	6.298203
black	23	M	282	C00-D48	5.656348
black	23	M	134	D50-D89	2.687768
black	23	M	137	E00-E88	2.747942
black	23	M	53	F01-F99	1.063072
black	23	M	200	G00-G98	4.011594
black	23	M	521	I00-I99	10.450203
black	23	M	191	J00-J98	3.831073
black	23	M	75	K00-K92	1.504348
black	23	M	31	M00-M99	0.621797
black	23	M	44	N00-N98	0.882551
black	23	M	2	P00-P96	0.040116
black	23	M	79	Q00-Q99	1.58458
black	23	M	8494	V01-Y89	170.37241
black	24	F	294	A00-B99	5.853775
black	24	F	265	C00-D48	5.276362
black	24	F	91	D50-D89	1.811883
black	24	F	176	E00-E88	3.504301
black	24	F	23	F01-F99	0.457948
black	24	F	138	G00-G98	2.74769
black	24	F	411	I00-I99	8.183339
black	24	F	153	J00-J98	3.046352
black	24	F	71	K00-K92	1.413667
black	24	F	131	M00-M99	2.608315
black	24	F	64	N00-N98	1.274291
black	24	F	1	P00-P96	0.019911
black	24	F	52	Q00-Q99	1.035362
black	24	F	1447	V01-Y89	28.810927
black	24	M	373	A00-B99	7.751712
black	24	M	338	C00-D48	7.02434
black	24	M	113	D50-D89	2.348374
black	24	M	163	E00-E88	3.387478
black	24	M	45	F01-F99	0.935193
black	24	M	196	G00-G98	4.073286
black	24	M	606	I00-I99	12.593935
black	24	M	195	J00-J98	4.052504
black	24	M	90	K00-K92	1.870386
black	24	M	32	M00-M99	0.665026
black	24	M	36	N00-N98	0.748155
black	24	M	2	P00-P96	0.041564
black	24	M	77	Q00-Q99	1.600219
black	24	M	8218	V01-Y89	170.787059
black	25	F	334	A00-B99	6.754943
black	25	F	337	C00-D48	6.815617
black	25	F	95	D50-D89	1.921316
black	25	F	165	E00-E88	3.337023
black	25	F	18	F01-F99	0.364039
black	25	F	153	G00-G98	3.09433
black	25	F	453	I00-I99	9.161645
black	25	F	146	J00-J98	2.95276
black	25	F	71	K00-K92	1.435931
black	25	F	138	M00-M99	2.790965
black	25	F	65	N00-N98	1.314585
black	25	F	1	P00-P96	0.020224
black	25	F	50	Q00-Q99	1.011219
black	25	F	1389	V01-Y89	28.091666
black	25	M	456	A00-B99	9.797985
black	25	M	333	C00-D48	7.155108
black	25	M	119	D50-D89	2.55693
black	25	M	195	E00-E88	4.189928
black	25	M	60	F01-F99	1.289209
black	25	M	178	G00-G98	3.824652
black	25	M	667	I00-I99	14.331702
black	25	M	181	J00-J98	3.889113
black	25	M	92	K00-K92	1.976787
black	25	M	38	M00-M99	0.816499
black	25	M	50	N00-N98	1.07434
black	25	M	62	Q00-Q99	1.332182
black	25	M	7684	V01-Y89	165.104647
black	26	F	417	A00-B99	8.621488
black	26	F	354	C00-D48	7.318961
black	26	F	102	D50-D89	2.108853
black	26	F	187	E00-E88	3.866231
black	26	F	23	F01-F99	0.475526
black	26	F	141	G00-G98	2.915179
black	26	F	533	I00-I99	11.019792
black	26	F	143	J00-J98	2.95653
black	26	F	94	K00-K92	1.943453
black	26	F	129	M00-M99	2.667079
black	26	F	65	N00-N98	1.343877
black	26	F	51	Q00-Q99	1.054427
black	26	F	1343	V01-Y89	27.766567
black	26	M	519	A00-B99	11.603231
black	26	M	348	C00-D48	7.780201
black	26	M	128	D50-D89	2.861683
black	26	M	194	E00-E88	4.337239
black	26	M	78	F01-F99	1.743838
black	26	M	170	G00-G98	3.800673
black	26	M	753	I00-I99	16.834746
black	26	M	203	J00-J98	4.538451
black	26	M	91	K00-K92	2.034478
black	26	M	37	M00-M99	0.827205
black	26	M	51	N00-N98	1.140202
black	26	M	2	P00-P96	0.044714
black	26	M	68	Q00-Q99	1.520269
black	26	M	7390	V01-Y89	165.217492
black	27	F	454	A00-B99	9.392432
black	27	F	416	C00-D48	8.606281
black	27	F	113	D50-D89	2.337764
black	27	F	220	E00-E88	4.551399
black	27	F	30	F01-F99	0.620645
black	27	F	123	G00-G98	2.544646
black	27	F	605	I00-I99	12.516346
black	27	F	187	J00-J98	3.868689
black	27	F	85	K00-K92	1.758495
black	27	F	117	M00-M99	2.420517
black	27	F	77	N00-N98	1.59299
black	27	F	1	P00-P96	0.020688
black	27	F	50	Q00-Q99	1.034409
black	27	F	1311	V01-Y89	27.122198
black	27	M	586	A00-B99	13.295124
black	27	M	355	C00-D48	8.054213
black	27	M	116	D50-D89	2.631799
black	27	M	231	E00-E88	5.240911
black	27	M	78	F01-F99	1.769658
black	27	M	182	G00-G98	4.129202
black	27	M	822	I00-I99	18.649474
black	27	M	213	J00-J98	4.832528
black	27	M	130	K00-K92	2.94943
black	27	M	39	M00-M99	0.884829
black	27	M	67	N00-N98	1.520091
black	27	M	1	P00-P96	0.022688
black	27	M	65	Q00-Q99	1.474715
black	27	M	7099	V01-Y89	161.061577
black	28	F	567	A00-B99	11.882299
black	28	F	421	C00-D48	8.822659
black	28	F	124	D50-D89	2.598598
black	28	F	231	E00-E88	4.840936
black	28	F	32	F01-F99	0.670606
black	28	F	139	G00-G98	2.912944
black	28	F	641	I00-I99	13.433075
black	28	F	171	J00-J98	3.58355
black	28	F	117	K00-K92	2.451903
black	28	F	142	M00-M99	2.975814
black	28	F	73	N00-N98	1.52982
black	28	F	1	P00-P96	0.020956
black	28	F	53	Q00-Q99	1.110691
black	28	F	1309	V01-Y89	27.431973
black	28	M	686	A00-B99	15.80194
black	28	M	390	C00-D48	8.98361
black	28	M	122	D50-D89	2.810258
black	28	M	274	E00-E88	6.311562
black	28	M	77	F01-F99	1.773687
black	28	M	185	G00-G98	4.261456
black	28	M	965	I00-I99	22.228677
black	28	M	230	J00-J98	5.298027
black	28	M	123	K00-K92	2.833293
black	28	M	31	M00-M99	0.714082
black	28	M	88	N00-N98	2.027071
black	28	M	1	P00-P96	0.023035
black	28	M	68	Q00-Q99	1.566373
black	28	M	6636	V01-Y89	152.859587
black	29	F	579	A00-B99	12.194328
black	29	F	545	C00-D48	11.478254
black	29	F	120	D50-D89	2.527322
black	29	F	255	E00-E88	5.370559
black	29	F	38	F01-F99	0.800319
black	29	F	171	G00-G98	3.601434
black	29	F	723	I00-I99	15.227115
black	29	F	189	J00-J98	3.980532
black	29	F	122	K00-K92	2.569444
black	29	F	182	M00-M99	3.833105
black	29	F	111	N00-N98	2.337773
black	29	F	2	P00-P96	0.042122
black	29	F	46	Q00-Q99	0.968807
black	29	F	1346	V01-Y89	28.348128
black	29	M	783	A00-B99	18.215835
black	29	M	433	C00-D48	10.07338
black	29	M	178	D50-D89	4.14102
black	29	M	282	E00-E88	6.560492
black	29	M	94	F01-F99	2.186831
black	29	M	182	G00-G98	4.234076
black	29	M	1118	I00-I99	26.009327
black	29	M	227	J00-J98	5.280964
black	29	M	139	K00-K92	3.233718
black	29	M	55	M00-M99	1.279529
black	29	M	87	N00-N98	2.023982
black	29	M	63	Q00-Q99	1.465642
black	29	M	6561	V01-Y89	152.636131
black	30	F	668	A00-B99	13.985153
black	30	F	584	C00-D48	12.226541
black	30	F	168	D50-D89	3.517224
black	30	F	255	E00-E88	5.338644
black	30	F	43	F01-F99	0.900242
black	30	F	148	G00-G98	3.098507
black	30	F	822	I00-I99	17.209275
black	30	F	215	J00-J98	4.501209
black	30	F	96	K00-K92	2.009842
black	30	F	138	M00-M99	2.889148
black	30	F	97	N00-N98	2.030778
black	30	F	1	P00-P96	0.020936
black	30	F	52	Q00-Q99	1.088665
black	30	F	1262	V01-Y89	26.421053
black	30	M	886	A00-B99	20.464006
black	30	M	446	C00-D48	10.301294
black	30	M	148	D50-D89	3.418367
black	30	M	310	E00-E88	7.160093
black	30	M	81	F01-F99	1.870863
black	30	M	190	G00-G98	4.388444
black	30	M	1209	I00-I99	27.924361
black	30	M	255	J00-J98	5.889754
black	30	M	161	K00-K92	3.718629
black	30	M	37	M00-M99	0.854592
black	30	M	80	N00-N98	1.847766
black	30	M	2	P00-P96	0.046194
black	30	M	48	Q00-Q99	1.108659
black	30	M	6270	V01-Y89	144.818645
black	31	F	722	A00-B99	15.307377
black	31	F	701	C00-D48	14.862149
black	31	F	145	D50-D89	3.074196
black	31	F	272	E00-E88	5.766768
black	31	F	48	F01-F99	1.017665
black	31	F	173	G00-G98	3.667834
black	31	F	917	I00-I99	19.441641
black	31	F	224	J00-J98	4.749103
black	31	F	129	K00-K92	2.734975
black	31	F	156	M00-M99	3.307411
black	31	F	112	N00-N98	2.374552
black	31	F	42	Q00-Q99	0.890457
black	31	F	1209	V01-Y89	25.632436
black	31	M	1046	A00-B99	24.686416
black	31	M	520	C00-D48	12.272406
black	31	M	150	D50-D89	3.540117
black	31	M	320	E00-E88	7.55225
black	31	M	98	F01-F99	2.312876
black	31	M	194	G00-G98	4.578551
black	31	M	1390	I00-I99	32.805085
black	31	M	239	J00-J98	5.640587
black	31	M	153	K00-K92	3.610919
black	31	M	52	M00-M99	1.227241
black	31	M	114	N00-N98	2.690489
black	31	M	63	Q00-Q99	1.486849
black	31	M	5848	V01-Y89	138.017365
black	32	F	867	A00-B99	18.277786
black	32	F	834	C00-D48	17.582091
black	32	F	163	D50-D89	3.436308
black	32	F	300	E00-E88	6.324493
black	32	F	67	F01-F99	1.41247
black	32	F	199	G00-G98	4.195247
black	32	F	1064	I00-I99	22.43087
black	32	F	233	J00-J98	4.912023
black	32	F	164	K00-K92	3.45739
black	32	F	150	M00-M99	3.162247
black	32	F	118	N00-N98	2.487634
black	32	F	52	Q00-Q99	1.096246
black	32	F	1334	V01-Y89	28.122914
black	32	M	1070	A00-B99	25.173592
black	32	M	563	C00-D48	13.245544
black	32	M	169	D50-D89	3.976016
black	32	M	369	E00-E88	8.68136
black	32	M	115	F01-F99	2.705573
black	32	M	196	G00-G98	4.611237
black	32	M	1461	I00-I99	34.37254
black	32	M	271	J00-J98	6.375742
black	32	M	165	K00-K92	3.881909
black	32	M	69	M00-M99	1.623344
black	32	M	121	N00-N98	2.846733
black	32	M	66	Q00-Q99	1.552764
