race	age	gender	deaths	icdcode	rate100k
white	37	F	1280	A00-B99	26.746572
white	37	F	1680	C00-D48	35.104876
white	37	F	206	D50-D89	4.304526
white	37	F	419	E00-E88	8.755323
white	37	F	109	F01-F99	2.277638
white	37	F	242	G00-G98	5.056774
white	37	F	1793	I00-I99	37.466097
white	37	F	335	J00-J98	7.000079
white	37	F	281	K00-K92	5.871708
white	37	F	187	M00-M99	3.907507
white	37	F	219	N00-N98	4.576171
white	37	F	45	Q00-Q99	0.940309
white	37	F	1438	V01-Y89	30.048102
white	37	M	1965	A00-B99	46.3522
white	37	M	896	C00-D48	21.13566
white	37	M	220	D50-D89	5.189559
white	37	M	568	E00-E88	13.398498
white	37	M	206	F01-F99	4.859315
white	37	M	278	G00-G98	6.557716
white	37	M	2828	I00-I99	66.709425
white	37	M	384	J00-J98	9.05814
white	37	M	389	K00-K92	9.176084
white	37	M	74	M00-M99	1.745579
white	37	M	205	N00-N98	4.835726
white	37	M	57	Q00-Q99	1.344568
white	37	M	4916	V01-Y89	115.963061
white	38	F	1330	A00-B99	27.758194
white	38	F	1905	C00-D48	39.758917
white	38	F	233	D50-D89	4.862902
white	38	F	482	E00-E88	10.059736
white	38	F	132	F01-F99	2.754949
white	38	F	266	G00-G98	5.551639
white	38	F	2032	I00-I99	42.409511
white	38	F	409	J00-J98	8.536166
white	38	F	360	K00-K92	7.513496
white	38	F	231	M00-M99	4.82116
white	38	F	220	N00-N98	4.591581
white	38	F	60	Q00-Q99	1.252249
white	38	F	1528	V01-Y89	31.890617
white	38	M	2131	A00-B99	50.240227
white	38	M	1114	C00-D48	26.263544
white	38	M	244	D50-D89	5.752518
white	38	M	623	E00-E88	14.687781
white	38	M	217	F01-F99	5.115969
white	38	M	266	G00-G98	6.271187
white	38	M	3195	I00-I99	75.324976
white	38	M	407	J00-J98	9.595388
white	38	M	391	K00-K92	9.218174
white	38	M	73	M00-M99	1.72104
white	38	M	253	N00-N98	5.964701
white	38	M	56	Q00-Q99	1.32025
white	38	M	4816	V01-Y89	113.541497
white	39	F	1473	A00-B99	30.435771
white	39	F	2203	C00-D48	45.51935
white	39	F	245	D50-D89	5.062297
white	39	F	560	E00-E88	11.570965
white	39	F	141	F01-F99	2.913404
white	39	F	266	G00-G98	5.496208
white	39	F	2295	I00-I99	47.420295
white	39	F	444	J00-J98	9.174122
white	39	F	376	K00-K92	7.769077
white	39	F	238	M00-M99	4.91766
white	39	F	251	N00-N98	5.186272
white	39	F	1	P00-P96	0.020662
white	39	F	56	Q00-Q99	1.157097
white	39	F	1598	V01-Y89	33.018576
white	39	M	2228	A00-B99	51.871446
white	39	M	1254	C00-D48	29.19515
white	39	M	225	D50-D89	5.238364
white	39	M	669	E00-E88	15.575403
white	39	M	295	F01-F99	6.868078
white	39	M	294	G00-G98	6.844796
white	39	M	3576	I00-I99	83.255068
white	39	M	457	J00-J98	10.6397
white	39	M	486	K00-K92	11.314867
white	39	M	89	M00-M99	2.072064
white	39	M	249	N00-N98	5.797123
white	39	M	2	P00-P96	0.046563
white	39	M	61	Q00-Q99	1.420179
white	39	M	4735	V01-Y89	110.238464
white	40	F	1515	A00-B99	31.117443
white	40	F	2428	C00-D48	49.870067
white	40	F	267	D50-D89	5.484064
white	40	F	595	E00-E88	12.221042
white	40	F	167	F01-F99	3.430108
white	40	F	291	G00-G98	5.977014
white	40	F	2731	I00-I99	56.093555
white	40	F	468	J00-J98	9.612517
white	40	F	392	K00-K92	8.05151
white	40	F	260	M00-M99	5.340287
white	40	F	282	N00-N98	5.792158
white	40	F	45	Q00-Q99	0.92428
white	40	F	1654	V01-Y89	33.972442
white	40	M	2413	A00-B99	55.811122
white	40	M	1514	C00-D48	35.017836
white	40	M	231	D50-D89	5.34288
white	40	M	700	E00-E88	16.190545
white	40	M	324	F01-F99	7.493909
white	40	M	321	G00-G98	7.424521
white	40	M	3991	I00-I99	92.309237
white	40	M	494	J00-J98	11.425899
white	40	M	524	K00-K92	12.11978
white	40	M	91	M00-M99	2.104771
white	40	M	284	N00-N98	6.568735
white	40	M	1	P00-P96	0.023129
white	40	M	67	Q00-Q99	1.549666
white	40	M	4671	V01-Y89	108.037195
white	41	F	1574	A00-B99	32.289332
white	41	F	2881	C00-D48	59.101376
white	41	F	279	D50-D89	5.723458
white	41	F	647	E00-E88	13.27268
white	41	F	167	F01-F99	3.425869
white	41	F	317	G00-G98	6.502998
white	41	F	3071	I00-I99	62.999072
white	41	F	507	J00-J98	10.400693
white	41	F	502	K00-K92	10.298122
white	41	F	253	M00-M99	5.19009
white	41	F	292	N00-N98	5.990143
white	41	F	51	Q00-Q99	1.046224
white	41	F	1628	V01-Y89	33.397098
white	41	M	2524	A00-B99	58.399268
white	41	M	1849	C00-D48	42.781397
white	41	M	269	D50-D89	6.224011
white	41	M	777	E00-E88	17.977905
white	41	M	347	F01-F99	8.028742
white	41	M	346	G00-G98	8.005605
white	41	M	4471	I00-I99	103.448148
white	41	M	548	J00-J98	12.679397
white	41	M	665	K00-K92	15.386495
white	41	M	91	M00-M99	2.10552
white	41	M	290	N00-N98	6.7099
white	41	M	61	Q00-Q99	1.411393
white	41	M	4657	V01-Y89	107.751739
white	42	F	1753	A00-B99	35.828536
white	42	F	3212	C00-D48	65.64818
white	42	F	326	D50-D89	6.662922
white	42	F	715	E00-E88	14.613465
white	42	F	212	F01-F99	4.332943
white	42	F	353	G00-G98	7.214759
white	42	F	3440	I00-I99	70.308138
white	42	F	576	J00-J98	11.772525
white	42	F	572	K00-K92	11.690772
white	42	F	249	M00-M99	5.089165
white	42	F	325	N00-N98	6.642484
white	42	F	46	Q00-Q99	0.940167
white	42	F	1698	V01-Y89	34.704424
white	42	M	2865	A00-B99	65.840546
white	42	M	2173	C00-D48	49.937699
white	42	M	255	D50-D89	5.860153
white	42	M	885	E00-E88	20.338179
white	42	M	393	F01-F99	9.03153
white	42	M	368	G00-G98	8.457006
white	42	M	5025	I00-I99	115.479492
white	42	M	556	J00-J98	12.777432
white	42	M	778	K00-K92	17.879213
white	42	M	139	M00-M99	3.194358
white	42	M	390	N00-N98	8.962587
white	42	M	3	P00-P96	0.068943
white	42	M	57	Q00-Q99	1.309917
white	42	M	4559	V01-Y89	104.770349
white	43	F	1704	A00-B99	34.892993
white	43	F	3716	C00-D48	76.092935
white	43	F	333	D50-D89	6.818877
white	43	F	745	E00-E88	15.255446
white	43	F	207	F01-F99	4.238761
white	43	F	353	G00-G98	7.228419
white	43	F	3868	I00-I99	79.205455
white	43	F	652	J00-J98	13.351075
white	43	F	651	K00-K92	13.330598
white	43	F	271	M00-M99	5.549296
white	43	F	356	N00-N98	7.289851
white	43	F	48	Q00-Q99	0.982901
white	43	F	1854	V01-Y89	37.964559
white	43	M	2945	A00-B99	68.073236
white	43	M	2544	C00-D48	58.804181
white	43	M	294	D50-D89	6.795766
white	43	M	942	E00-E88	21.77419
white	43	M	402	F01-F99	9.29217
white	43	M	374	G00-G98	8.644954
white	43	M	5715	I00-I99	132.101373
white	43	M	714	J00-J98	16.504004
white	43	M	856	K00-K92	19.786312
white	43	M	104	M00-M99	2.403945
white	43	M	416	N00-N98	9.615778
white	43	M	1	P00-P96	0.023115
white	43	M	74	Q00-Q99	1.710499
white	43	M	4524	V01-Y89	104.571586
white	44	F	1705	A00-B99	35.38052
white	44	F	4020	C00-D48	83.419173
white	44	F	317	D50-D89	6.578079
white	44	F	828	E00-E88	17.18186
white	44	F	245	F01-F99	5.084004
white	44	F	408	G00-G98	8.466424
white	44	F	4257	I00-I99	88.33717
white	44	F	704	J00-J98	14.608731
white	44	F	709	K00-K92	14.712486
white	44	F	291	M00-M99	6.038552
white	44	F	395	N00-N98	8.19666
white	44	F	1	P00-P96	0.020751
white	44	F	66	Q00-Q99	1.369569
white	44	F	1707	V01-Y89	35.422022
white	44	M	3153	A00-B99	73.809376
white	44	M	2954	C00-D48	69.150935
white	44	M	269	D50-D89	6.297089
white	44	M	984	E00-E88	23.034705
white	44	M	428	F01-F99	10.01916
white	44	M	419	G00-G98	9.808477
white	44	M	6377	I00-I99	149.280809
white	44	M	729	J00-J98	17.065346
white	44	M	938	K00-K92	21.95788
white	44	M	116	M00-M99	2.715473
white	44	M	463	N00-N98	10.838484
white	44	M	2	P00-P96	0.046819
white	44	M	57	Q00-Q99	1.334327
white	44	M	4540	V01-Y89	106.278011
white	45	F	1769	A00-B99	37.082883
white	45	F	4573	C00-D48	95.862083
white	45	F	321	D50-D89	6.729003
white	45	F	939	E00-E88	19.683905
white	45	F	247	F01-F99	5.177768
white	45	F	440	G00-G98	9.223555
white	45	F	4646	I00-I99	97.392354
white	45	F	790	J00-J98	16.560474
white	45	F	774	K00-K92	16.225072
white	45	F	307	M00-M99	6.435526
white	45	F	403	N00-N98	8.447938
white	45	F	64	Q00-Q99	1.341608
white	45	F	1745	V01-Y89	36.57978
white	45	M	3086	A00-B99	73.004892
white	45	M	3489	C00-D48	82.538583
white	45	M	305	D50-D89	7.215325
white	45	M	1067	E00-E88	25.241808
white	45	M	486	F01-F99	11.497206
white	45	M	423	G00-G98	10.006827
white	45	M	7106	I00-I99	168.105237
white	45	M	759	J00-J98	17.955513
white	45	M	1129	K00-K92	26.70853
white	45	M	92	M00-M99	2.176426
white	45	M	481	N00-N98	11.378922
white	45	M	1	P00-P96	0.023657
white	45	M	69	Q00-Q99	1.632319
white	45	M	4673	V01-Y89	110.548237
white	46	F	1742	A00-B99	36.958177
white	46	F	4997	C00-D48	106.016078
white	46	F	343	D50-D89	7.277069
white	46	F	963	E00-E88	20.430955
white	46	F	235	F01-F99	4.985747
white	46	F	494	G00-G98	10.480677
white	46	F	5047	I00-I99	107.076876
white	46	F	881	J00-J98	18.691248
white	46	F	801	K00-K92	16.993972
white	46	F	318	M00-M99	6.746671
white	46	F	458	N00-N98	9.716903
white	46	F	58	Q00-Q99	1.230525
white	46	F	1767	V01-Y89	37.488575
white	46	M	3177	A00-B99	76.114842
white	46	M	4136	C00-D48	99.090647
white	46	M	296	D50-D89	7.091594
white	46	M	1200	E00-E88	28.749704
white	46	M	566	F01-F99	13.560277
white	46	M	480	G00-G98	11.499882
white	46	M	7615	I00-I99	182.440831
white	46	M	908	J00-J98	21.753943
white	46	M	1260	K00-K92	30.187189
white	46	M	136	M00-M99	3.2583
white	46	M	556	N00-N98	13.320696
white	46	M	63	Q00-Q99	1.509359
white	46	M	4470	V01-Y89	107.092648
white	47	F	1784	A00-B99	38.064392
white	47	F	5418	C00-D48	115.601386
white	47	F	368	D50-D89	7.851848
white	47	F	1067	E00-E88	22.766091
white	47	F	276	F01-F99	5.888886
white	47	F	485	G00-G98	10.348223
white	47	F	5581	I00-I99	119.079243
white	47	F	838	J00-J98	17.880022
white	47	F	910	K00-K92	19.416254
white	47	F	359	M00-M99	7.659819
white	47	F	533	N00-N98	11.372377
white	47	F	1	P00-P96	0.021337
white	47	F	60	Q00-Q99	1.280193
white	47	F	1791	V01-Y89	38.213747
white	47	M	3388	A00-B99	81.884721
white	47	M	4718	C00-D48	114.02955
white	47	M	292	D50-D89	7.057361
white	47	M	1313	E00-E88	31.733955
white	47	M	554	F01-F99	13.38965
white	47	M	504	G00-G98	12.181198
white	47	M	8653	I00-I99	209.134739
white	47	M	942	J00-J98	22.76724
white	47	M	1417	K00-K92	34.247535
white	47	M	140	M00-M99	3.383666
white	47	M	563	N00-N98	13.607172
white	47	M	1	P00-P96	0.024169
white	47	M	57	Q00-Q99	1.377636
white	47	M	4612	V01-Y89	111.467631
white	48	F	1804	A00-B99	39.11452
white	48	F	6188	C00-D48	134.168875
white	48	F	339	D50-D89	7.350234
white	48	F	1167	E00-E88	25.303018
white	48	F	254	F01-F99	5.507255
white	48	F	471	G00-G98	10.212272
white	48	F	6144	I00-I99	133.214862
white	48	F	1060	J00-J98	22.983033
white	48	F	938	K00-K92	20.337816
white	48	F	352	M00-M99	7.632101
white	48	F	560	N00-N98	12.14198
white	48	F	63	Q00-Q99	1.365973
white	48	F	1697	V01-Y89	36.794535
white	48	M	3369	A00-B99	82.93903
white	48	M	5433	C00-D48	133.751188
white	48	M	366	D50-D89	9.010295
white	48	M	1408	E00-E88	34.662557
white	48	M	606	F01-F99	14.918686
white	48	M	541	G00-G98	13.318497
white	48	M	9392	I00-I99	231.215011
white	48	M	1129	J00-J98	27.794053
white	48	M	1503	K00-K92	37.001295
white	48	M	133	M00-M99	3.274233
white	48	M	648	N00-N98	15.952654
white	48	M	86	Q00-Q99	2.117173
white	48	M	4496	V01-Y89	110.683847
white	49	F	1719	A00-B99	37.721474
white	49	F	6869	C00-D48	150.732288
white	49	F	359	D50-D89	7.877841
white	49	F	1352	E00-E88	29.668082
white	49	F	293	F01-F99	6.429547
white	49	F	546	G00-G98	11.981341
white	49	F	6569	I00-I99	144.149134
white	49	F	1100	J00-J98	24.138232
white	49	F	1004	K00-K92	22.031623
white	49	F	341	M00-M99	7.482852
white	49	F	551	N00-N98	12.09106
white	49	F	2	P00-P96	0.043888
white	49	F	64	Q00-Q99	1.404406
white	49	F	1663	V01-Y89	36.492618
white	49	M	3279	A00-B99	81.849259
white	49	M	6221	C00-D48	155.286441
white	49	M	270	D50-D89	6.739646
white	49	M	1464	E00-E88	36.543859
white	49	M	682	F01-F99	17.023847
white	49	M	570	G00-G98	14.228142
white	49	M	10201	I00-I99	254.633819
white	49	M	1184	J00-J98	29.554597
white	49	M	1721	K00-K92	42.959004
white	49	M	161	M00-M99	4.018826
white	49	M	739	N00-N98	18.446661
white	49	M	74	Q00-Q99	1.847162
white	49	M	4541	V01-Y89	113.350865
white	50	F	1811	A00-B99	40.684488
white	50	F	7320	C00-D48	164.445307
white	50	F	410	D50-D89	9.210734
white	50	F	1428	E00-E88	32.080314
white	50	F	269	F01-F99	6.04314
white	50	F	580	G00-G98	13.029819
white	50	F	7089	I00-I99	159.255845
white	50	F	1184	J00-J98	26.598804
white	50	F	1086	K00-K92	24.397214
white	50	F	338	M00-M99	7.59324
white	50	F	618	N00-N98	13.883497
white	50	F	52	Q00-Q99	1.168191
white	50	F	1638	V01-Y89	36.798007
white	50	M	3411	A00-B99	87.496582
white	50	M	7104	C00-D48	182.22683
white	50	M	324	D50-D89	8.311021
white	50	M	1559	E00-E88	39.990376
white	50	M	726	F01-F99	18.622843
white	50	M	557	G00-G98	14.287774
white	50	M	11164	I00-I99	286.371106
white	50	M	1294	J00-J98	33.192781
white	50	M	1829	K00-K92	46.916226
white	50	M	154	M00-M99	3.9503
white	50	M	782	N00-N98	20.059316
white	50	M	1	P00-P96	0.025651
white	50	M	55	Q00-Q99	1.410821
white	50	M	4274	V01-Y89	109.633653
white	51	F	1775	A00-B99	40.860948
white	51	F	7720	C00-D48	177.71635
white	51	F	367	D50-D89	8.448433
white	51	F	1547	E00-E88	35.612331
white	51	F	256	F01-F99	5.893185
white	51	F	603	G00-G98	13.881212
white	51	F	7542	I00-I99	173.618745
white	51	F	1261	J00-J98	29.028538
white	51	F	1124	K00-K92	25.874764
white	51	F	318	M00-M99	7.32044
white	51	F	711	N00-N98	16.3674
white	51	F	47	Q00-Q99	1.081952
white	51	F	1578	V01-Y89	36.325958
white	51	M	3433	A00-B99	90.403437
white	51	M	7851	C00-D48	206.745524
white	51	M	313	D50-D89	8.242434
white	51	M	1756	E00-E88	46.241898
white	51	M	719	F01-F99	18.933898
white	51	M	599	G00-G98	15.773859
white	51	M	11938	I00-I99	314.371171
white	51	M	1345	J00-J98	35.418766
white	51	M	2035	K00-K92	53.588987
white	51	M	150	M00-M99	3.950048
white	51	M	876	N00-N98	23.068282
white	51	M	55	Q00-Q99	1.448351
white	51	M	4233	V01-Y89	111.470361
white	52	F	1689	A00-B99	39.937981
white	52	F	8210	C00-D48	194.133113
white	52	F	357	D50-D89	8.441598
white	52	F	1644	E00-E88	38.873914
white	52	F	285	F01-F99	6.739091
white	52	F	610	G00-G98	14.424019
white	52	F	8016	I00-I99	189.545802
white	52	F	1344	J00-J98	31.780134
white	52	F	1187	K00-K92	28.067723
white	52	F	338	M00-M99	7.992325
white	52	F	753	N00-N98	17.805388
white	52	F	55	Q00-Q99	1.300526
white	52	F	1485	V01-Y89	35.114211
white	52	M	3342	A00-B99	90.886074
white	52	M	8778	C00-D48	238.718718
white	52	M	317	D50-D89	8.620851
white	52	M	1795	E00-E88	48.815231
white	52	M	675	F01-F99	18.356703
white	52	M	649	G00-G98	17.64963
white	52	M	12828	I00-I99	348.858934
white	52	M	1464	J00-J98	39.813648
white	52	M	2176	K00-K92	59.17657
white	52	M	162	M00-M99	4.405609
white	52	M	921	N00-N98	25.046701
white	52	M	86	Q00-Q99	2.33878
white	52	M	4036	V01-Y89	109.759484
white	53	F	1684	A00-B99	41.364478
white	53	F	8598	C00-D48	211.194642
white	53	F	375	D50-D89	9.211211
white	53	F	1691	E00-E88	41.53642
white	53	F	230	F01-F99	5.649543
white	53	F	621	G00-G98	15.253765
white	53	F	8135	I00-I99	199.821867
white	53	F	1364	J00-J98	33.504244
white	53	F	1186	K00-K92	29.13199
white	53	F	371	M00-M99	9.112958
white	53	F	826	N00-N98	20.289227
white	53	F	72	Q00-Q99	1.768552
white	53	F	1496	V01-Y89	36.746591
white	53	M	3192	A00-B99	90.555812
white	53	M	9331	C00-D48	264.71688
white	53	M	304	D50-D89	8.624363
white	53	M	1940	E00-E88	55.037054
white	53	M	696	F01-F99	19.745252
white	53	M	632	G00-G98	17.929597
white	53	M	13466	I00-I99	382.025239
white	53	M	1566	J00-J98	44.426817
white	53	M	2106	K00-K92	59.74641
white	53	M	171	M00-M99	4.851204
white	53	M	967	N00-N98	27.433418
white	53	M	1	P00-P96	0.02837
white	53	M	61	Q00-Q99	1.730547
white	53	M	3870	V01-Y89	109.790411
white	54	F	1706	A00-B99	43.275153
white	54	F	9079	C00-D48	230.301942
white	54	F	373	D50-D89	9.461683
white	54	F	1988	E00-E88	50.42849
white	54	F	216	F01-F99	5.479152
white	54	F	669	G00-G98	16.970151
white	54	F	8618	I00-I99	218.608011
white	54	F	1513	J00-J98	38.379429
white	54	F	1256	K00-K92	31.860253
white	54	F	327	M00-M99	8.294827
white	54	F	877	N00-N98	22.246371
white	54	F	64	Q00-Q99	1.623452
white	54	F	1352	V01-Y89	34.295432
white	54	M	3273	A00-B99	96.228252
white	54	M	10275	C00-D48	302.091443
white	54	M	304	D50-D89	8.937791
white	54	M	2119	E00-E88	62.299929
white	54	M	656	F01-F99	19.286811
white	54	M	657	G00-G98	19.316212
white	54	M	13970	I00-I99	410.72676
white	54	M	1719	J00-J98	50.539678
white	54	M	2227	K00-K92	65.475196
white	54	M	170	M00-M99	4.998107
white	54	M	1016	N00-N98	29.871037
white	54	M	2	P00-P96	0.058801
white	54	M	61	Q00-Q99	1.793438
white	54	M	3661	V01-Y89	107.635696
white	55	F	1674	A00-B99	44.734097
white	55	F	9283	C00-D48	248.06847
white	55	F	337	D50-D89	9.00561
white	55	F	1916	E00-E88	51.201033
white	55	F	229	F01-F99	6.119539
white	55	F	661	G00-G98	17.663822
white	55	F	9002	I00-I99	240.559342
white	55	F	1480	J00-J98	39.549858
white	55	F	1158	K00-K92	30.945092
white	55	F	356	M00-M99	9.513344
white	55	F	843	N00-N98	22.527386
white	55	F	1	P00-P96	0.026723
white	55	F	66	Q00-Q99	1.76371
white	55	F	1313	V01-Y89	35.087138
white	55	M	3103	A00-B99	96.907002
white	55	M	11102	C00-D48	346.716577
white	55	M	329	D50-D89	10.274703
white	55	M	2170	E00-E88	67.769318
white	55	M	675	F01-F99	21.080318
white	55	M	686	G00-G98	21.423849
white	55	M	14710	I00-I99	459.394779
white	55	M	1803	J00-J98	56.307871
white	55	M	2192	K00-K92	68.45638
white	55	M	189	M00-M99	5.902489
white	55	M	1069	N00-N98	33.384978
white	55	M	1	P00-P96	0.03123
white	55	M	69	Q00-Q99	2.154877
white	55	M	3411	V01-Y89	106.525873
white	56	F	1582	A00-B99	43.991846
white	56	F	9712	C00-D48	270.068777
white	56	F	342	D50-D89	9.510247
white	56	F	2039	E00-E88	56.699983
white	56	F	223	F01-F99	6.201126
white	56	F	692	G00-G98	19.242957
white	56	F	9044	I00-I99	251.493206
white	56	F	1620	J00-J98	45.04854
white	56	F	1216	K00-K92	33.814213
white	56	F	329	M00-M99	9.148747
white	56	F	986	N00-N98	27.418432
white	56	F	58	Q00-Q99	1.612849
white	56	F	1156	V01-Y89	32.145748
white	56	M	3050	A00-B99	99.95543
white	56	M	11461	C00-D48	375.60301
white	56	M	259	D50-D89	8.488018
white	56	M	2345	E00-E88	76.850978
white	56	M	693	F01-F99	22.711185
white	56	M	659	G00-G98	21.596927
white	56	M	15081	I00-I99	494.238635
white	56	M	1943	J00-J98	63.676525
white	56	M	2268	K00-K92	74.327513
white	56	M	172	M00-M99	5.636831
white	56	M	1123	N00-N98	36.803261
white	56	M	57	Q00-Q99	1.86802
white	56	M	3340	V01-Y89	109.459389
white	57	F	1544	A00-B99	44.977769
white	57	F	10217	C00-D48	297.628151
white	57	F	360	D50-D89	10.487045
white	57	F	2212	E00-E88	64.437063
white	57	F	202	F01-F99	5.884397
white	57	F	690	G00-G98	20.100169
white	57	F	9327	I00-I99	271.701846
white	57	F	1634	J00-J98	47.59953
white	57	F	1259	K00-K92	36.675525
white	57	F	338	M00-M99	9.84617
white	57	F	969	N00-N98	28.227628
white	57	F	50	Q00-Q99	1.456534
white	57	F	1098	V01-Y89	31.985486
white	57	M	2883	A00-B99	99.615394
white	57	M	12451	C00-D48	430.215495
white	57	M	280	D50-D89	9.674752
white	57	M	2348	E00-E88	81.129707
white	57	M	675	F01-F99	23.323063
white	57	M	678	G00-G98	23.426721
white	57	M	15449	I00-I99	533.804448
white	57	M	2015	J00-J98	69.623663
white	57	M	2230	K00-K92	77.05249
white	57	M	183	M00-M99	6.323142
white	57	M	1248	N00-N98	43.121752
white	57	M	57	Q00-Q99	1.969503
white	57	M	3142	V01-Y89	108.56454
white	58	F	1599	A00-B99	49.15975
white	58	F	10470	C00-D48	321.890292
white	58	F	353	D50-D89	10.852653
white	58	F	2235	E00-E88	68.712971
white	58	F	218	F01-F99	6.702205
white	58	F	716	G00-G98	22.012746
white	58	F	9829	I00-I99	302.183351
white	58	F	1722	J00-J98	52.941269
white	58	F	1213	K00-K92	37.292543
white	58	F	329	M00-M99	10.114795
white	58	F	1061	N00-N98	32.619446
white	58	F	61	Q00-Q99	1.875388
white	58	F	1047	V01-Y89	32.189029
white	58	M	2668	A00-B99	98.110996
white	58	M	12747	C00-D48	468.748449
white	58	M	258	D50-D89	9.487495
white	58	M	2420	E00-E88	88.991233
white	58	M	654	F01-F99	24.049697
white	58	M	675	G00-G98	24.821935
white	58	M	15642	I00-I99	575.206969
white	58	M	2043	J00-J98	75.127723
white	58	M	2118	K00-K92	77.885715
white	58	M	174	M00-M99	6.398543
white	58	M	1182	N00-N98	43.465966
white	58	M	60	Q00-Q99	2.206394
white	58	M	2882	V01-Y89	105.980468
white	59	F	1548	A00-B99	50.057932
white	59	F	10651	C00-D48	344.423149
white	59	F	356	D50-D89	11.512031
white	59	F	2330	E00-E88	75.345595
white	59	F	205	F01-F99	6.629119
white	59	F	666	G00-G98	21.536552
white	59	F	9933	I00-I99	321.205064
white	59	F	1802	J00-J98	58.271572
white	59	F	1151	K00-K92	37.220077
white	59	F	315	M00-M99	10.186207
white	59	F	1141	N00-N98	36.896706
white	59	F	59	Q00-Q99	1.907893
white	59	F	919	V01-Y89	29.717855
white	59	M	2672	A00-B99	104.438275
white	59	M	13432	C00-D48	525.00558
white	59	M	252	D50-D89	9.849718
white	59	M	2562	E00-E88	100.138795
white	59	M	632	F01-F99	24.702466
white	59	M	732	G00-G98	28.611084
white	59	M	15790	I00-I99	617.170794
white	59	M	2151	J00-J98	84.074375
white	59	M	2141	K00-K92	83.683513
white	59	M	195	M00-M99	7.621805
white	59	M	1262	N00-N98	49.32676
white	59	M	67	Q00-Q99	2.618774
white	59	M	2588	V01-Y89	101.155036
white	60	F	1486	A00-B99	50.983911
white	60	F	10724	C00-D48	367.935032
white	60	F	298	D50-D89	10.22423
white	60	F	2352	E00-E88	80.695934
white	60	F	228	F01-F99	7.822565
white	60	F	676	G00-G98	23.193219
white	60	F	10359	I00-I99	355.412066
white	60	F	1878	J00-J98	64.433233
white	60	F	1210	K00-K92	41.51449
white	60	F	313	M00-M99	10.738872
white	60	F	1105	N00-N98	37.911993
white	60	F	41	Q00-Q99	1.406689
white	60	F	862	V01-Y89	29.574785
white	60	M	2493	A00-B99	104.658939
white	60	M	13544	C00-D48	568.592327
white	60	M	248	D50-D89	10.411318
white	60	M	2561	E00-E88	107.513655
white	60	M	553	F01-F99	23.215561
white	60	M	689	G00-G98	28.924994
white	60	M	16229	I00-I99	681.311641
white	60	M	2354	J00-J98	98.823563
white	60	M	1985	K00-K92	83.332529
white	60	M	167	M00-M99	7.010848
white	60	M	1351	N00-N98	56.716497
white	60	M	52	Q00-Q99	2.183018
white	60	M	2358	V01-Y89	98.991487
white	61	F	1372	A00-B99	49.411278
white	61	F	10954	C00-D48	394.497917
white	61	F	304	D50-D89	10.948272
white	61	F	2411	E00-E88	86.829878
white	61	F	200	F01-F99	7.20281
white	61	F	770	G00-G98	27.730819
white	61	F	10677	I00-I99	384.522025
white	61	F	1908	J00-J98	68.71481
white	61	F	1199	K00-K92	43.180847
white	61	F	310	M00-M99	11.164356
white	61	F	1225	N00-N98	44.117213
white	61	F	47	Q00-Q99	1.69266
white	61	F	823	V01-Y89	29.639564
white	61	M	2278	A00-B99	100.951461
white	61	M	13928	C00-D48	617.230881
white	61	M	261	D50-D89	11.566432
white	61	M	2560	E00-E88	113.448525
white	61	M	611	F01-F99	27.076972
white	61	M	750	G00-G98	33.236873
white	61	M	16099	I00-I99	713.440548
white	61	M	2414	J00-J98	106.978414
white	61	M	1967	K00-K92	87.169238
white	61	M	183	M00-M99	8.109797
white	61	M	1374	N00-N98	60.88995
white	61	M	44	Q00-Q99	1.949897
white	61	M	2193	V01-Y89	97.184615
white	62	F	1499	A00-B99	56.774583
white	62	F	11346	C00-D48	429.729429
white	62	F	296	D50-D89	11.210992
white	62	F	2533	E00-E88	95.937303
white	62	F	236	F01-F99	8.938493
white	62	F	733	G00-G98	27.762354
white	62	F	11213	I00-I99	424.692058
white	62	F	1962	J00-J98	74.310694
white	62	F	1190	K00-K92	45.071216
white	62	F	328	M00-M99	12.422991
white	62	F	1260	N00-N98	47.722464
white	62	F	58	Q00-Q99	2.196748
white	62	F	803	V01-Y89	30.413602
white	62	M	2210	A00-B99	103.960471
white	62	M	14358	C00-D48	675.413772
white	62	M	231	D50-D89	10.866456
white	62	M	2632	E00-E88	123.811746
white	62	M	637	F01-F99	29.965077
white	62	M	727	G00-G98	34.198761
white	62	M	16599	I00-I99	780.832512
white	62	M	2495	J00-J98	117.367138
white	62	M	1876	K00-K92	88.248798
white	62	M	179	M00-M99	8.420328
white	62	M	1395	N00-N98	65.622107
white	62	M	44	Q00-Q99	2.069801
white	62	M	2004	V01-Y89	94.270038
white	63	F	1372	A00-B99	54.769257
white	63	F	11439	C00-D48	456.636681
white	63	F	290	D50-D89	11.576592
white	63	F	2578	E00-E88	102.911912
white	63	F	233	F01-F99	9.301193
white	63	F	737	G00-G98	29.420512
white	63	F	11412	I00-I99	455.55886
white	63	F	1924	J00-J98	76.804701
white	63	F	1137	K00-K92	45.388225
white	63	F	282	M00-M99	11.257238
white	63	F	1340	N00-N98	53.49184
white	63	F	29	Q00-Q99	1.157659
white	63	F	726	V01-Y89	28.9814
white	63	M	2016	A00-B99	100.799496
white	63	M	14424	C00-D48	721.196394
white	63	M	204	D50-D89	10.199949
white	63	M	2657	E00-E88	132.849336
white	63	M	666	F01-F99	33.299834
